,state,district,recovered,confirmed,deceased,active,date,Literate,Power_Parity_Above_Rs_545000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_150000_330000,Total_Power_Parity,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Rs_90000_150000,Jains,Power_Parity_Rs_240000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_45000_150000,Urban_Households,LPG_or_PNG_Households,Other_Workers,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Internet,Households_with_Computer,Households_with_Scooter_Motorcycle_Moped,Households_with_Car_Jeep_Van,Graduate_Education,Main_source_of_drinking_water_Tapwater_Households,Area,Density,Population,Classification_GreenZone,Classification_OrangeZone,Classification_RedZone
917,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-07,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
918,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-08,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
919,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-09,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
920,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-10,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
921,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-11,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
922,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-12,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
923,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-13,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
924,Assam,nalbari,4.0,4.0,0.0,0.0,2020-05-14,531771.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1004.0,21.0,6.0,231.0,28238.0,37849.0,155267.0,2667.0,1631.0,12360.0,18810.0,4785.0,39368.0,4373.0,1009.0,763.0,771639.0,1,0,0
925,Assam,southsalmaramankachar,0.0,1.0,0.0,1.0,2020-04-21,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
926,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-22,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
927,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-23,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
928,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-24,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
929,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-25,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
930,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-26,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
931,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
932,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
933,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
934,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
935,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-01,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,1,0,0
936,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-02,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
937,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-03,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
938,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-04,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
939,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
940,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-06,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
941,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
942,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-08,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
943,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-09,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
944,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-10,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
945,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
946,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-12,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
947,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
948,Assam,southsalmaramankachar,1.0,1.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,568.0,980.0,,0,0,0
949,Assam,bongaigaon,0.0,1.0,0.0,1.0,2020-04-28,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
950,Assam,bongaigaon,0.0,1.0,0.0,1.0,2020-04-29,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
951,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-04-30,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
952,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-01,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
953,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-02,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
954,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-03,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
955,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-04,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
956,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-05,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
957,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-06,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
958,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-07,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
959,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-08,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
960,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-09,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
961,Assam,bongaigaon,0.0,5.0,0.0,5.0,2020-05-10,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
962,Assam,bongaigaon,5.0,5.0,0.0,0.0,2020-05-11,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
963,Assam,bongaigaon,5.0,5.0,0.0,0.0,2020-05-12,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
964,Assam,bongaigaon,5.0,5.0,0.0,0.0,2020-05-13,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
965,Assam,bongaigaon,5.0,5.0,0.0,0.0,2020-05-14,434078.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,871.0,21.0,6.0,231.0,38470.0,29937.0,115473.0,4174.0,2523.0,12959.0,16579.0,5837.0,20221.0,8885.0,1724.0,425.0,738804.0,1,0,0
966,Assam,karimganj,0.0,2.0,0.0,2.0,2020-05-01,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
967,Assam,karimganj,0.0,2.0,0.0,2.0,2020-05-02,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
968,Assam,karimganj,0.0,2.0,0.0,2.0,2020-05-03,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
969,Assam,karimganj,0.0,2.0,0.0,2.0,2020-05-04,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
970,Assam,karimganj,0.0,2.0,0.0,2.0,2020-05-05,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
971,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-06,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
972,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-07,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
973,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-08,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
974,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-09,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
975,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-10,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
976,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-11,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
977,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-12,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
978,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-13,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
979,Assam,karimganj,1.0,2.0,0.0,1.0,2020-05-14,795297.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,524.0,21.0,6.0,231.0,32695.0,28261.0,220355.0,1529.0,1933.0,24699.0,7289.0,3757.0,21408.0,31884.0,1809.0,673.0,1228686.0,1,0,0
980,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-05,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
981,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-06,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
982,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-07,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
983,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-08,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
984,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-09,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
985,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-10,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
986,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-11,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
987,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-12,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
988,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-13,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
989,Assam,kokrajhar,0.0,1.0,0.0,1.0,2020-05-14,489305.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,396.0,21.0,6.0,231.0,17115.0,15089.0,115625.0,2167.0,1218.0,14063.0,12191.0,2996.0,17287.0,5098.0,3129.0,283.0,887142.0,1,0,0
990,Assam,baksa,0.0,0.0,0.0,0.0,2020-05-13,572837.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,239.0,21.0,6.0,231.0,3580.0,11281.0,142567.0,1254.0,1175.0,13566.0,11924.0,2479.0,15422.0,5135.0,2008.0,475.0,950075.0,1,0,0
991,Assam,baksa,0.0,0.0,0.0,0.0,2020-05-14,572837.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,239.0,21.0,6.0,231.0,3580.0,11281.0,142567.0,1254.0,1175.0,13566.0,11924.0,2479.0,15422.0,5135.0,2008.0,475.0,950075.0,1,0,0
992,Assam,barpeta,0.0,0.0,0.0,0.0,2020-05-13,897058.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,399.0,21.0,6.0,231.0,52192.0,50806.0,227277.0,3522.0,2078.0,25286.0,24913.0,5560.0,46947.0,5966.0,3245.0,522.0,1693622.0,1,0,0
993,Assam,barpeta,0.0,0.0,0.0,0.0,2020-05-14,897058.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,399.0,21.0,6.0,231.0,52192.0,50806.0,227277.0,3522.0,2078.0,25286.0,24913.0,5560.0,46947.0,5966.0,3245.0,522.0,1693622.0,1,0,0
994,Assam,biswanath,0.0,0.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,1100.0,560.0,,1,0,0
995,Assam,biswanath,0.0,0.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,1100.0,560.0,,1,0,0
996,Assam,charaideo,0.0,0.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
997,Assam,charaideo,0.0,0.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
998,Assam,chirang,0.0,0.0,0.0,0.0,2020-05-13,259902.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,125.0,21.0,6.0,231.0,11613.0,8135.0,70670.0,1052.0,747.0,8627.0,6568.0,1814.0,6594.0,2988.0,1975.0,244.0,482162.0,1,0,0
999,Assam,chirang,0.0,0.0,0.0,0.0,2020-05-14,259902.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,125.0,21.0,6.0,231.0,11613.0,8135.0,70670.0,1052.0,747.0,8627.0,6568.0,1814.0,6594.0,2988.0,1975.0,244.0,482162.0,1,0,0
1000,Assam,darrang,0.0,0.0,0.0,0.0,2020-05-13,487039.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,724.0,21.0,6.0,231.0,20189.0,17676.0,103228.0,2046.0,1166.0,12084.0,13662.0,3533.0,22267.0,4865.0,1849.0,491.0,928500.0,1,0,0
1001,Assam,darrang,0.0,0.0,0.0,0.0,2020-05-14,487039.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,724.0,21.0,6.0,231.0,20189.0,17676.0,103228.0,2046.0,1166.0,12084.0,13662.0,3533.0,22267.0,4865.0,1849.0,491.0,928500.0,1,0,0
1002,Assam,dhemaji,0.0,0.0,0.0,0.0,2020-05-13,423028.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,167.0,21.0,6.0,231.0,16504.0,16547.0,58458.0,1764.0,1192.0,10410.0,12293.0,3504.0,28006.0,2965.0,3237.0,213.0,686133.0,1,0,0
1003,Assam,dhemaji,0.0,0.0,0.0,0.0,2020-05-14,423028.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,167.0,21.0,6.0,231.0,16504.0,16547.0,58458.0,1764.0,1192.0,10410.0,12293.0,3504.0,28006.0,2965.0,3237.0,213.0,686133.0,1,0,0
1004,Assam,dibrugarh,0.0,0.0,0.0,0.0,2020-05-13,884531.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1055.0,21.0,6.0,231.0,77163.0,76292.0,349792.0,14742.0,8817.0,34479.0,44664.0,21112.0,59380.0,29708.0,3381.0,393.0,1326335.0,1,0,0
1005,Assam,dibrugarh,0.0,0.0,0.0,0.0,2020-05-14,884531.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1055.0,21.0,6.0,231.0,77163.0,76292.0,349792.0,14742.0,8817.0,34479.0,44664.0,21112.0,59380.0,29708.0,3381.0,393.0,1326335.0,1,0,0
1006,Assam,dimahasao,0.0,0.0,0.0,0.0,2020-05-13,140873.0,40.0,64.0,105.0,644.0,25.0,46.0,192.0,70.0,41.0,21.0,385.0,21309.0,9202.0,34238.0,793.0,524.0,3753.0,2327.0,1326.0,5565.0,10812.0,4888.0,44.0,214102.0,1,0,0
1007,Assam,dimahasao,0.0,0.0,0.0,0.0,2020-05-14,140873.0,40.0,64.0,105.0,644.0,25.0,46.0,192.0,70.0,41.0,21.0,385.0,21309.0,9202.0,34238.0,793.0,524.0,3753.0,2327.0,1326.0,5565.0,10812.0,4888.0,44.0,214102.0,1,0,0
1008,Assam,hojai,0.0,0.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
1009,Assam,hojai,0.0,0.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
1010,Assam,karbianglong,0.0,0.0,0.0,0.0,2020-05-13,557214.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,397.0,21.0,6.0,231.0,37185.0,18763.0,89608.0,2124.0,1923.0,11340.0,13699.0,3934.0,18225.0,12163.0,10434.0,93.0,956313.0,1,0,0
1011,Assam,karbianglong,0.0,0.0,0.0,0.0,2020-05-14,557214.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,397.0,21.0,6.0,231.0,37185.0,18763.0,89608.0,2124.0,1923.0,11340.0,13699.0,3934.0,18225.0,12163.0,10434.0,93.0,956313.0,1,0,0
1012,Assam,majuli,0.0,0.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,880.0,300.0,,1,0,0
1013,Assam,majuli,0.0,0.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,880.0,300.0,,1,0,0
1014,Assam,nagaon,0.0,0.0,0.0,0.0,2020-05-13,1710716.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1162.0,21.0,6.0,231.0,124186.0,89206.0,399579.0,8180.0,5121.0,45956.0,47693.0,13979.0,66994.0,33210.0,3831.0,738.0,2823768.0,1,0,0
1015,Assam,nagaon,0.0,0.0,0.0,0.0,2020-05-14,1710716.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1162.0,21.0,6.0,231.0,124186.0,89206.0,399579.0,8180.0,5121.0,45956.0,47693.0,13979.0,66994.0,33210.0,3831.0,738.0,2823768.0,1,0,0
1016,Assam,sivasagar,0.0,0.0,0.0,0.0,2020-05-13,813505.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,286.0,21.0,6.0,231.0,45047.0,61450.0,284617.0,9968.0,5146.0,22124.0,44887.0,18234.0,53437.0,49397.0,2668.0,431.0,1151050.0,1,0,0
1017,Assam,sivasagar,0.0,0.0,0.0,0.0,2020-05-14,813505.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,286.0,21.0,6.0,231.0,45047.0,61450.0,284617.0,9968.0,5146.0,22124.0,44887.0,18234.0,53437.0,49397.0,2668.0,431.0,1151050.0,1,0,0
1018,Assam,sonitpur,0.0,0.0,0.0,0.0,2020-05-13,1108572.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1003.0,21.0,6.0,231.0,64528.0,70047.0,380899.0,7942.0,4358.0,31254.0,39796.0,11760.0,49901.0,33448.0,5324.0,362.0,1924110.0,1,0,0
1019,Assam,sonitpur,0.0,0.0,0.0,0.0,2020-05-14,1108572.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,1003.0,21.0,6.0,231.0,64528.0,70047.0,380899.0,7942.0,4358.0,31254.0,39796.0,11760.0,49901.0,33448.0,5324.0,362.0,1924110.0,1,0,0
1020,Assam,tinsukia,0.0,0.0,0.0,0.0,2020-05-13,798322.0,4.0,28.0,49.0,348.0,6.0,12.0,70.0,837.0,21.0,6.0,231.0,90910.0,70471.0,346717.0,8908.0,5135.0,27948.0,31363.0,13323.0,38152.0,25386.0,3790.0,347.0,1327929.0,1,0,0
